"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"675","2015-09-21","Activité en métropole dans le bâtiment (de la Fédération française du bâtiment) (FFB) (Enquête mensuelle sur l') (2016M059EQ)",2016,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M059EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","L'enquête couvre l'ensemble de la France Métropolitaine (y compris la Corse). La plupart des résultats ont une déclinaison régionale.",NA,"Mensuelle","7500","Service de l'observation et des statistiques (SOeS)","Service de l'observation et des statistiques (SOeS)","2015-06-24","2016-01-01","2016-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2015_soes_activite_metrole_batiment.pdf","2015-04-01","2015-04-01","2020-12-31","entreprises-et-strategies-de-marche"
"676","2017-10-02","Activité en métropole dans le bâtiment et les travaux publics (FFB) (Enquête mensuelle sur l') (2018M047EQ)",2018,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics (FFB)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018M047EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","7500",NA,"Fédération française du bâtiment (FFB)|SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/12/AC_2016_SOeS_EMBTP-2.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"677",NA,"Activité en métropole dans le bâtiment et les travaux publics (FFB) (Enquête mensuelle sur l') (2019M045EQ)",2019,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics (FFB)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019M045EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","7498",NA,"Fédération française du bâtiment (FFB)|SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/12/AC_2016_SOeS_EMBTP-2.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"678","2017-10-02","Activité en métropole dans le bâtiment et les travaux publics (FNTP) (Enquête mensuelle sur l') (2018M048AU)",2018,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics (FNTP)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018M048AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","2100",NA,"Fédération nationale des travaux publics (FNTP)|SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/12/AC_2016_soes_EMBTP-3.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"679",NA,"Activité en métropole dans le bâtiment et les travaux publics (FNTP) (Enquête mensuelle sur l') (2019M046AU)",2019,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics (FNTP)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019M046AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","2100",NA,"SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/12/AC_2016_soes_EMBTP-3.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"680","2012-10-12","Activité en métropole dans les travaux publics (FNTP) (Enquête mensuelle sur l') (2013M033AU)",2013,"Enquête mensuelle sur l'activité en métropole dans les travaux publics","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013M033AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","L'enquête couvre la France métropolitaine.",NA,"Mensuelle","2600","Service de l'observation et des statistiques (SOeS)","Service de l'observation et des statistiques (SOeS)","2010-09-13","2011-01-01","2015-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2010_soes_activite_travaux_publics.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"681","2013-10-16","Activité en métropole dans les travaux publics (FNTP) (Enquête mensuelle sur l') (2014M033AU)",2014,"Enquête mensuelle sur l'activité en métropole dans les travaux publics","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M033AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","L'enquête couvre la France métropolitaine.",NA,"Mensuelle","2600","Service de l'observation et des statistiques (SOeS)","Service de l'observation et des statistiques (SOeS)","2010-09-13","2011-01-01","2015-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2010_soes_activite_travaux_publics.pdf","2010-04-16","2011-01-01","2015-12-31","entreprises-et-strategies-de-marche"
"682","2014-10-30","Activité en métropole dans les travaux publics (FNTP) (Enquête mensuelle sur l') (2015M055AU)",2015,"Enquête mensuelle sur l'activité en métropole dans les travaux publics","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M055AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","L'enquête couvre la France métropolitaine.",NA,"Mensuelle","2600","Service de l'observation et des statistiques (SOeS)","Service de l'observation et des statistiques (SOeS)","2010-09-13","2011-01-01","2015-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2010_soes_activite_travaux_publics-2.pdf","2010-04-16","2010-04-16","2015-12-31","entreprises-et-strategies-de-marche"
"683","2016-10-06","Activité en métropole dans les travaux publics (FNTP) (Enquête mensuelle sur l') (2017M056AU)",2017,"Enquête mensuelle sur l'activité en métropole dans les travaux publics (FNTP)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2017M056AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","2300","Service de l'observation et des statistiques (SOeS)","Fédération nationale des travaux publics (FNTP)|Service de l'observation et des statistiques (SOeS)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2016_soes_EMBTP-3.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"684","2012-10-12","Collecte et le prix du lait (Enquête mensuelle sur la) (2013M043AG)",2013,"Enquête mensuelle sur la collecte et le prix du lait","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013M043AG","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Partiellement défini par un règlement européen",NA,"Répétitive","Partie collecte, livraisons, taux matière grasse, taux de matière protéique : France métropolitaine. Partie prix : 50 départements (01, 02, 08, 12, 14, 15, 16, 17, 22, 23, 24, 26, 29, 31, 32, 35, 38, 42, 43, 44, 45, 46, 49, 50, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 67, 68, 71, 72, 76, 79, 80, 82, 85, 86, 87, 88, 89).",NA,"Mensuelle","440","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2008-09-24","2009-01-01","2013-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2008_ssp_branche_iaa.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"685",NA,"Échanges de biens intra-UE (EMEBI) (Enquête mensuelle sur les) (En cours de labellisation)",NA,"Enquête mensuelle sur les échanges de biens intra-UE (EMEBI)",NA,NA,NA,"Enquête d'initiative européenne, dépendante d'un règlement européen (obligatoire)","Partiellement défini par un règlement européen","Entreprise",NA,"France hexagonale","<p lang=""fr-FR"" align=""justify"">Seuls les départements de la France hexagonale sont concernés par cette enquête. Les échanges de marchandises des départements et régions d’outre-mer avec d’autres pays de l’UE font l’objet d’une procédure douanière spécifique et les données administratives collectées dans ce cadre sont utilisées pour l’établissement des statistiques concernant cette zone.</p>","Mensuelle","40 000 unités légales","SSM Commerce extérieur - Département des statistiques et des études du commerce extérieur (DSECE)","SSM Commerce extérieur - Département des statistiques et des études du commerce extérieur (DSECE)",NA,NA,NA,NA,NA,"2024-03-28","2025-01-01","2029-12-31",NA
"686","2014-12-26","Conjoncture auprès des ménages mensuelle (CAMME) par Internet (Enquête méthodologique de) (2015X063EC)",2015,"Enquête méthodologique de conjoncture auprès des ménages mensuelle (CAMME) par internet","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015X063EC","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Ponctuelle ou pluri-annuelle","105000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2014-10-08","2015-01-01","2015-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2015_camme_internet.pdf","2012-05-03","2013-01-01","2017-12-31","demographie-et-questions-sociales"
"687","2015-09-21","Loyers et Charges (L&C) - Dispositif rénové (Enquête nationale) (2016T012EC)",2016,"Enquête nationale ""Loyers et Charges"" (L&C) - Dispositif rénové","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016T012EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine et Guadeloupe",NA,"Trimestrielle","4","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2015-10-14","2016-01-01","2020-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2015_dsds_Loyers-et-charges.pdf","2015-05-07","2016-01-01","2020-12-31","demographie-et-questions-sociales"
"688","2016-10-06","Loyers et Charges (L&C) - Dispositif rénové (Enquête nationale) (2017T012EC)",2017,"Enquête nationale ""Loyers et Charges"" (L&C) - Dispositif rénové","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2017T012EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine et Guadeloupe",NA,"Trimestrielle","4","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2015-10-14","2016-01-01","2020-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2015_dsds_Loyers_charges-1.pdf","2015-05-07","2016-01-01","2020-12-31","demographie-et-questions-sociales"
"689","2016-10-06","Loyers et Charges (L&C) 2018 (Enquête nationale) (2018T009EC)",2018,"Enquête nationale ""Loyers et Charges"" (L&C) 2018","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018T009EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Individu ou ménage ","Répétitive","France métropolitaine et Guadeloupe",NA,"Trimestrielle","4300","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2015-10-14","2016-01-01","2020-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2015_dsds_Loyers_charges-1.pdf","2015-05-07","2016-01-01","2020-12-31","demographie-et-questions-sociales"
